D_ (  14,   2,  53655,   V,9.5,  0x0000,  A, 61, 51,247,247, 32, 19, 15, 51,     E,   72,  -69,   O, 0.2,-0.0,-7.0,    S,   0,   0,   0,   0,  I, 102, 997, 175, 558,  M, 50,-50,  15,-15,  38,-38,   W,  2,  0,  2,  0 )
D_ (  15,   2,  53665,   V,9.5,  0x0000,  A, 58, 51,248,247, 33, 16, 15, 51,     E,   72,  -69,   O, 0.2,-0.0,-7.0,    S,   0,   0,   0,   0,  I, 102, 997, 170, 580,  M, 50,-50,  15,-15,  38,-38,   W,  2,  0,  2,  0 )
D_ (  16,   2,  53675,   V,9.5,  0x0000,  A, 58, 50,247,247, 33, 13, 15, 49,     E,   87,  -84,   O, 0.2,-0.0,-8.4,    S,   0,   0,   0,   0,  I, 107, 997, 170, 642,  M, 50,-50,  15,-15,  40,-40,   W,  2,  0,  2,  0 )
D_ (  17,   2,  53685,   V,9.5,  0x0000,  A, 60, 48,246,247, 33, 13, 13, 49,     E,   87,  -84,   O, 0.2,-0.0,-8.4,    S,   0,   0,   0,   0,  I, 107, 997, 170, 676,  M, 50,-50,  15,-15,  40,-40,   W,  2,  0,  2,  0 )
D_ (  18,   2,  53695,   V,9.5,  0x0000,  A, 62, 47,245,247, 32, 13, 12, 49,     E,  105, -101,   O, 0.3,-0.0,-10.2,    S,   0,   0,   0,   0,  I, 107, 997, 175, 691,  M, 50,-50,  18,-17,  42,-42,   W,  2,  0,  2,  0 )
D_ (  19,   2,  53705,   V,9.5,  0x0000,  A, 65, 47,246,247, 32, 16, 12, 49,     E,  105, -101,   O, 0.3,-0.0,-10.2,    S,   0,   0,   0,   0,  I, 107, 997, 175, 672,  M, 50,-50,  18,-17,  42,-42,   W,  2,  0,  2,  0 )
D_ (  20,   2,  53715,   V,9.5,  0x0000,  A, 67, 47,245,246, 32, 19, 12, 46,     E,  124, -119,   O, 0.3,-0.0,-12.0,    S,   0,   0,   0,   0,  I, 115, 997, 175, 614,  M, 50,-50,  19,-18,  44,-44,   W,  2,  0,  2,  0 )
D_ (  21,   2,  53725,   V,9.5,  0x0000,  A, 68, 47,244,245, 32, 20, 13, 45,     E,  124, -119,   O, 0.3,-0.0,-12.0,    S,   0,   0,   0,   0,  I, 117, 997, 175, 572,  M, 50,-50,  19,-18,  44,-44,   W,  2,  0,  2,  0 )
D_ (  22,   2,  53735,   V,9.5,  0x0000,  A, 68, 46,235,237, 33, 20, 13, 45,     E,  144, -139,   O, 0.3,-0.0,-14.0,    S,   0,   0,   0,   0,  I, 117, 997, 170, 554,  M, 50,-50,  20,-20,  46,-46,   W,  2,  0,  2,  0 )
D_ (  23,   2,  53745,   V,9.5,  0x0000,  A, 68, 44,218,221, 34, 27, 13, 45,     E,  144, -139,   O, 0.3,-0.0,-14.0,    S,   0,   0,   0,   0,  I, 117, 997, 165, 416,  M, 50,-50,  20,-20,  46,-46,   W,  2,  0,  2,  0 )
D_ (  24,   2,  53755,   V,9.5,  0x0000,  A, 65, 44,203,205, 34, 33, 13, 42,     E,  165, -159,   O, 0.4,-0.0,-16.0,    S,   0,   0,   0,   0,  I, 128, 997, 165, 350,  M, 50,-50,  21,-20,  48,-48,   W,  2,  0,  2,  0 )
D_ (  25,   2,  53765,   V,9.5,  0x0000,  A, 63, 43,187,188, 34, 34, 13, 41,     E,  165, -159,   O, 0.4,-0.0,-16.0,    S,   0,   0,   0,   0,  I, 132, 997, 165, 340,  M, 50,-50,  21,-20,  48,-48,   W,  2,  0,  2,  0 )
D_ (  26,   2,  53775,   V,9.5,  0x0000,  A, 64, 43,186,184, 34, 34, 13, 41,     E,  188, -181,   O, 0.5,-0.1,-18.2,    S,   0,   0,   0,   0,  I, 132, 997, 165, 340,  M, 50,-50,  23,-22,  50,-50,   W,  2,  0,  2,  0 )
D_ (  27,   2,  53785,   V,9.5,  0x0000,  A, 66, 41,182,182, 32, 39, 13, 41,     E,  188, -181,   O, 0.5,-0.1,-18.2,    S,   0,   0,   0,   0,  I, 132, 997, 175, 292,  M, 50,-50,  23,-22,  50,-50,   W,  2,  0,  2,  0 )
D_ (  28,   2,  53795,   V,9.5,  0x0000,  A, 68, 40,176,176, 32, 43, 13, 38,     E,  211, -205,   O, 0.4,-0.0,-20.5,    S,   0,   0,   0,   0,  I, 145, 997, 175, 262,  M, 50,-50,  23,-24,  52,-52,   W,  2,  0,  2,  0 )
D_ (  29,   2,  53805,   V,9.5,  0x0000,  A, 69, 39,182,180, 32, 45,  6, 36,     E,  211, -205,   O, 0.4,-0.0,-20.5,    S,   0,   0,   0,   0,  I, 155, 997, 175, 247,  M, 50,-50,  23,-24,  52,-52,   W,  2,  0,  2,  0 )
D_ (  30,   2,  53815,   V,9.5,  0x0000,  A, 70, 38,169,170, 32, 45,  1, 36,     E,  237, -229,   O, 0.5,-0.1,-23.0,    S,   0,   0,   0,   0,  I, 155, 997, 175, 247,  M, 15,-15,  26,-24,  54,-54,   W,  2,  0,  2,  0 )
D_ (  31,   2,  53826,   V,9.5,  0x0000,  A, 70, 37,143,146, 32, 50,  0, 36,     E,  237, -229,   O, 0.5,-0.1,-23.0,    S,   0,   0,   0,   0,  I, 155, 997, 175, 225,  M, 15,-15,  26,-24,  54,-54,   W,  2,  0,  2,  0 )
D_ (  32,   2,  53836,   V,9.5,  0x0000,  A, 65, 36,124,126, 31, 54,  0, 32,     E,  263, -254,   O, 0.6,-0.1,-25.5,    S,   0,   0,   0,   0,  I, 175, 997, 180, 211,  M, 15,-15,  26,-25,  53,-53,   W,  2,  0,  2,  0 )
D_ (  33,   2,  53846,   V,9.5,  0x0000,  A, 64, 34,113,113, 31, 55,  0, 31,     E,  263, -254,   O, 0.6,-0.1,-25.5,    S,   0,   0,   0,   0,  I, 180, 997, 180, 208,  M, 15,-15,  26,-25,  53,-53,   W,  2,  0,  2,  0 )
D_ (  34,   2,  53856,   V,9.5,  0x0000,  A, 66, 34,108,108, 32, 55, 16, 31,     E,  290, -281,   O, 0.6,-0.1,-28.2,    S,   0,   0,   0,   0,  I, 180, 997, 175, 208,  M, 15,-15,  27,-27,  52,-52,   W,  2,  0,  2,  0 )
D_ (  35,   2,  53866,   V,9.5,  0x0000,  A, 68, 35,115,112, 32, 60, 20, 31,     E,  290, -281,   O, 0.6,-0.1,-28.2,    S,   0,   0,   0,   0,  I, 180, 602, 175, 190,  M, 15,-15,  27,-27,  52,-52,   W,  2,  0,  2,  0 )
D_ (  36,   2,  53876,   V,9.5,  0x0000,  A, 69, 35,127,123, 32, 63, 22, 30,     E,  318, -307,   O, 0.7,-0.2,-30.8,    S,   0,   0,   0,   0,  I, 186, 408, 175, 180,  M, 15,-15,  28,-26,  51,-51,   W,  2,  0,  2,  0 )
D_ (  37,   2,  53886,   V,9.5,  0x0000,  A, 69, 36,134,131, 31, 64, 22, 29,     E,  318, -307,   O, 0.7,-0.2,-30.8,    S,   0,   0,   0,   0,  I, 193, 320, 180, 178,  M, 15,-15,  28,-26,  51,-51,   W,  2,  0,  2,  0 )
D_ (  38,   2,  53896,   V,9.5,  0x0000,  A, 69, 39,162,155, 31, 64, 25, 29,     E,  345, -333,   O, 0.8,-0.2,-33.4,    S,   0,   0,   0,   0,  I, 193, 220, 180, 178,  M, 15,-15,  27,-26,  50,-50,   W,  2,  0,  2,  0 )
D_ (  39,   2,  53906,   V,9.5,  0x0000,  A, 68, 41,192,185, 26, 70, 26, 29,     E,  345, -333,   O, 0.8,-0.2,-33.4,    S,   0,   0,   0,   0,  I, 193, 213, 213, 167,  M, 15,-15,  27,-26,  50,-50,   W,  2,  0,  2,  0 )
D_ (  40,   2,  53916,   V,9.4,  0x0000,  A, 66, 43,203,199, 25, 74, 26, 28,     E,  372, -359,   O, 0.8,-0.3,-36.0,    S,   0,   0,   0,   0,  I, 200, 213, 220, 159,  M, 15,-15,  27,-26,  49,-49,   W,  2,  0,  2,  0 )
D_ (  41,   2,  53926,   V,9.4,  0x0000,  A, 66, 44,212,209, 25, 75, 25, 26,     E,  372, -359,   O, 0.8,-0.3,-36.0,    S,   0,   0,   0,   0,  I, 213, 220, 220, 157,  M, 15,-15,  27,-26,  49,-49,   W,  2,  0,  2,  0 )
D_ (  42,   2,  53936,   V,9.4,  0x0000,  A, 64, 45,223,220, 25, 75, 28, 26,     E,  399, -385,   O, 0.9,-0.3,-38.7,    S,   0,   0,   0,   0,  I, 213, 200, 220, 157,  M, 15,-15,  27,-26,  48,-48,   W,  2,  0,  2,  0 )
D_ (  43,   2,  53946,   V,9.4,  0x0000,  A, 59, 46,235,233, 21, 80, 28, 26,     E,  399, -385,   O, 0.9,-0.3,-38.7,    S,   0,   0,   0,   0,  I, 213, 200, 240, 148,  M, 15,-15,  27,-26,  48,-48,   W,  2,  0,  2,  0 )
D_ (  44,   2,  53956,   V,9.4,  0x0000,  A, 55, 45,242,242, 20, 83, 28, 25,     E,  426, -410,   O, 1.0,-0.4,-41.2,    S,   0,   0,   0,   0,  I, 220, 200, 262, 143,  M, 15,-15,  27,-25,  47,-47,   W,  2,  0,  2,  0 )
D_ (  45,   2,  53966,   V,9.4,  0x0000,  A, 56, 45,244,245, 20, 84, 28, 23,     E,  426, -410,   O, 1.0,-0.4,-41.2,    S,   0,   0,   0,   0,  I, 240, 200, 272, 141,  M, 15,-15,  27,-25,  47,-47,   W,  2,  0,  2,  0 )
D_ (  46,   2,  53976,   V,9.4,  0x0000,  A, 56, 44,245,247, 21, 84, 29, 23,     E,  451, -434,   O, 1.0,-0.4,-43.6,    S,   0,   0,   0,   0,  I, 240, 193, 269, 141,  M, 15,-15,  25,-24,  46,-46,   W,  2,  0,  2,  0 )
D_ (  47,   2,  53986,   V,9.4,  0x0000,  A, 53, 44,245,248, 23, 83, 30, 23,     E,  451, -434,   O, 1.0,-0.4,-43.6,    S,   0,   0,   0,   0,  I, 240, 186, 240, 143,  M, 15,-15,  25,-24,  46,-46,   W,  2,  0,  2,  0 )
D_ (  48,   2,  53996,   V,9.4,  0x0000,  A, 49, 42,247,248, 26, 82, 31, 23,     E,  477, -458,   O, 1.1,-0.5,-46.1,    S,   0,   0,   0,   0,  I, 240, 180, 213, 144,  M, 15,-15,  26,-24,  45,-45,   W,  2,  0,  2,  0 )
D_ (  49,   2,  54006,   V,9.4,  0x0000,  A, 48, 42,246,248, 26, 84, 31, 22,     E,  477, -458,   O, 1.1,-0.5,-46.1,    S,   0,   0,   0,   0,  I, 243, 180, 213, 141,  M, 15,-15,  26,-24,  45,-45,   W,  2,  0,  2,  0 )
D_ (  50,   2,  54016,   V,9.4,  0x0000,  A, 50, 44,248,249, 26, 82, 32, 22,     E,  501, -481,   O, 1.2,-0.6,-48.4,    S,   0,   0,   0,   0,  I, 246, 175, 213, 144,  M, 15,-15,  24,-23,  44,-44,   W,  2,  0,  2,  0 )
D_ (  51,   2,  54028,   V,9.4,  0x0000,  A, 51, 46,248,249, 26, 77, 33, 22,     E,  501, -481,   O, 1.2,-0.6,-48.4,    S,   0,   0,   0,   0,  I, 248, 170, 213, 154,  M, 15,-15,  24,-23,  44,-44,   W,  2,  0,  2,  0 )
D_ (  52,   2,  54038,   V,9.4,  0x0000,  A, 50, 46,247,249, 27, 73, 33, 20,     E,  525, -503,   O, 1.3,-0.7,-50.7,    S,   0,   0,   0,   0,  I, 258, 170, 206, 161,  M, 15,-15,  24,-22,  43,-43,   W,  2,  0,  2,  0 )
D_ (  53,   2,  54048,   V,9.4,  0x0000,  A, 47, 46,247,249, 26, 72, 33, 19,     E,  525, -503,   O, 1.3,-0.7,-50.7,    S,   0,   0,   0,   0,  I, 281, 170, 213, 163,  M, 15,-15,  24,-22,  43,-43,   W,  2,  0,  2,  0 )
D_ (  54,   2,  54058,   V,9.4,  0x0000,  A, 46, 46,247,249, 26, 72, 34, 19,     E,  548, -524,   O, 1.4,-0.8,-52.9,    S,   0,   0,   0,   0,  I, 291, 165, 213, 163,  M, 15,-15,  23,-21,  42,-42,   W,  2,  0,  2,  0 )
D_ (  55,   2,  54068,   V,9.4,  0x0000,  A, 46, 46,247,249, 25, 67, 35, 19,     E,  548, -524,   O, 1.4,-0.8,-52.9,    S,   0,   0,   0,   0,  I, 296, 160, 220, 172,  M, 15,-15,  23,-21,  42,-42,   W,  2,  0,  2,  0 )
D_ (  56,   2,  54078,   V,9.4,  0x0000,  A, 46, 45,247,250, 26, 63, 35, 19,     E,  571, -544,   O, 1.5,-0.9,-55.0,    S,   0,   0,   0,   0,  I, 298, 160, 213, 180,  M, 15,-15,  23,-20,  41,-41,   W,  2,  0,  2,  0 )
D_ (  57,   2,  54088,   V,9.4,  0x0000,  A, 45, 44,247,250, 25, 63, 35, 19,     E,  571, -544,   O, 1.5,-0.9,-55.0,    S,   0,   0,   0,   0,  I, 298, 160, 220, 180,  M, 15,-15,  23,-20,  41,-41,   W,  2,  0,  2,  0 )
D_ (  58,   2,  54098,   V,9.4,  0x0000,  A, 42, 44,246,250, 26, 63, 35, 19,     E,  593, -565,   O, 1.5,-1.0,-57.1,    S,   0,   0,   0,   0,  I, 298, 160, 213, 180,  M, 15,-15,  22,-21,  40,-40,   W,  2,  0,  2,  0 )
D_ (  59,   2,  54108,   V,9.4,  0x0000,  A, 40, 44,247,250, 26, 58, 35, 19,     E,  593, -565,   O, 1.5,-1.0,-57.1,    S,   0,   0,   0,   0,  I, 298, 160, 213, 197,  M, 15,-15,  22,-21,  40,-40,   W,  2,  0,  2,  0 )
D_ (  60,   2,  54118,   V,9.4,  0x0000,  A, 39, 44,246,250, 26, 55, 35, 19,     E,  614, -584,   O, 1.6,-1.1,-59.1,    S,   0,   0,   0,   0,  I, 298, 160, 213, 208,  M, 15,-15,  21,-19,  39,-39,   W,  2,  0,  2,  0 )
D_ (  61,   2,  54128,   V,9.4,  0x0000,  A, 41, 44,248,250, 26, 54, 35, 19,     E,  614, -584,   O, 1.6,-1.1,-59.1,    S,   0,   0,   0,   0,  I, 298, 160, 213, 211,  M, 15,-15,  21,-19,  39,-39,   W,  2,  0,  2,  0 )
D_ (  62,   2,  54139,   V,9.4,  0x0000,  A, 41, 44,248,250, 26, 54, 35, 19,     E,  635, -603,   O, 1.7,-1.2,-61.0,    S,   0,   0,   0,   0,  I, 298, 160, 213, 211,  M, 15,-15,  21,-19,  38,-38,   W,  2,  0,  2,  0 )
D_ (  63,   2,  54149,   V,9.4,  0x0000,  A, 41, 44,247,250, 27, 47, 33, 19,     E,  635, -603,   O, 1.7,-1.2,-61.0,    S,   0,   0,   0,   0,  I, 298, 170, 206, 236,  M, 15,-15,  21,-19,  38,-38,   W,  2,  0,  2,  0 )
D_ (  64,   2,  54159,   V,9.4,  0x0000,  A, 40, 43,247,250, 27, 45, 33, 18,     E,  655, -621,   O, 1.7,-1.3,-62.9,    S,   0,   0,   0,   0,  I, 305, 170, 206, 247,  M, 15,-15,  20,-18,  37,-37,   W,  2,  0,  2,  0 )
D_ (  65,   2,  54169,   V,9.4,  0x0000,  A, 40, 42,248,250, 27, 45, 33, 18,     E,  655, -621,   O, 1.7,-1.3,-62.9,    S,   0,   0,   0,   0,  I, 313, 170, 206, 247,  M, 15,-15,  20,-18,  37,-37,   W,  2,  0,  2,  0 )
D_ (  66,   2,  54179,   V,9.4,  0x0000,  A, 42, 40,247,250, 27, 45, 32, 18,     E,  676, -638,   O, 1.8,-1.6,-64.8,    S,   0,   0,   0,   0,  I, 316, 175, 206, 247,  M, 15,-15,  21,-17,  36,-36,   W,  2,  0,  2,  0 )
D_ (  67,   2,  54189,   V,9.4,  0x0000,  A, 44, 38,249,250, 26, 40, 30, 18,     E,  676, -638,   O, 1.8,-1.6,-64.8,    S,   0,   0,   0,   0,  I, 318, 186, 213, 285,  M, 15,-15,  21,-17,  36,-36,   W,  2,  0,  2,  0 )
D_ (  68,   2,  54199,   V,9.4,  0x0000,  A, 46, 38,249,250, 26, 36, 30, 18,     E,  694, -655,   O, 1.9,-1.6,-66.5,    S,   0,   0,   0,   0,  I, 318, 186, 213, 320,  M, 15,-15,  18,-17,  35,-35,   W,  2,  0,  2,  0 )
D_ (  69,   2,  54209,   V,9.4,  0x0000,  A, 48, 38,247,250, 26, 35, 29, 18,     E,  694, -655,   O, 1.9,-1.6,-66.5,    S,   0,   0,   0,   0,  I, 318, 193, 213, 330,  M, 15,-15,  18,-17,  35,-35,   W,  2,  0,  2,  0 )
D_ (  70,   2,  54219,   V,9.4,  0x0000,  A, 48, 38,247,250, 27, 35, 29, 18,     E,  713, -671,   O, 2.0,-1.8,-68.2,    S,   0,   0,   0,   0,  I, 318, 193, 206, 330,  M, 15,-15,  19,-16,  34,-34,   W,  2,  0,  2,  0 )
D_ (  71,   2,  54229,   V,9.4,  0x0000,  A, 48, 38,248,250, 28, 33, 28, 18,     E,  713, -671,   O, 2.0,-1.8,-68.2,    S,   0,   0,   0,   0,  I, 318, 200, 200, 350,  M, 15,-15,  19,-16,  34,-34,   W,  2,  0,  2,  0 )
D_ (  72,   2,  54240,   V,9.4,  0x0000,  A, 49, 38,250,250, 29, 32, 28, 19,     E,  731, -687,   O, 2.0,-1.9,-69.9,    S,   0,   0,   0,   0,  I, 312, 200, 193, 360,  M, 15,-15,  18,-16,  33,-33,   W,  2,  0,  2,  0 )
D_ (  73,   2,  54250,   V,9.4,  0x0000,  A, 51, 38,246,250, 29, 32, 28, 19,     E,  731, -687,   O, 2.0,-1.9,-69.9,    S,   0,   0,   0,   0,  I, 305, 200, 193, 360,  M, 15,-15,  18,-16,  33,-33,   W,  2,  0,  2,  0 )
D_ (  74,   2,  54260,   V,9.4,  0x0000,  A, 54, 38,246,250, 29, 32, 28, 19,     E,  748, -702,   O, 2.0,-2.1,-71.5,    S,   0,   0,   0,   0,  I, 302, 200, 193, 360,  M, 15,-15,  17,-15,  32,-33,   W,  2,  0,  2,  0 )
D_ (  75,   2,  54270,   V,9.4,  0x0000,  A, 55, 39,248,250, 30, 32, 29, 20,     E,  748, -702,   O, 2.0,-2.1,-71.5,    S,   0,   0,   0,   0,  I, 294, 193, 186, 360,  M, 15,-15,  17,-15,  32,-33,   W,  2,  0,  2,  0 )
D_ (  76,   2,  54280,   V,9.4,  0x0000,  A, 56, 41,246,250, 32, 32, 29, 20,     E,  765, -717,   O, 2.1,-2.2,-73.1,    S,   0,   0,   0,   0,  I, 286, 193, 175, 360,  M, 15,-15,  17,-15,  31,-33,   W,  2,  0,  2,  0 )
D_ (  77,   2,  54290,   V,9.4,  0x0000,  A, 57, 43,248,250, 31, 32, 29, 24,     E,  765, -717,   O, 2.1,-2.2,-73.1,    S,   0,   0,   0,   0,  I, 230, 193, 180, 360,  M, 15,-15,  17,-15,  31,-33,   W,  2,  0,  2,  0 )
D_ (  78,   2,  54300,   V,9.4,  0x0000,  A, 59, 45,246,250, 31, 32, 29, 24,     E,  781, -731,   O, 2.1,-2.3,-74.5,    S,   0,   0,   0,   0,  I, 230, 193, 180, 360,  M, 15,-15,  16,-14,  30,-34,   W,  2,  0,  2,  0 )
D_ (  79,   2,  54310,   V,9.4,  0x0000,  A, 60, 46,246,250, 32, 28, 26, 25,     E,  781, -731,   O, 2.1,-2.3,-74.5,    S,   0,   0,   0,   0,  I, 220, 213, 175, 400,  M, 15,-15,  16,-14,  30,-34,   W,  2,  0,  2,  0 )
D_ (  80,   2,  54320,   V,9.4,  0x0000,  A, 61, 46,247,250, 33, 27, 23, 25,     E,  796, -746,   O, 2.1,-2.3,-76.0,    S,   0,   0,   0,   0,  I, 220, 240, 170, 416,  M, 15,-15,  15,-15,  30,-34,   W,  2,  0,  2,  0 )
D_ (  81,   2,  54330,   V,9.4,  0x0000,  A, 61, 45,247,250, 33, 27, 23, 28,     E,  796, -746,   O, 2.1,-2.3,-76.0,    S,   0,   0,   0,   0,  I, 200, 240, 170, 416,  M, 15,-15,  15,-15,  30,-34,   W,  2,  0,  2,  0 )
D_ (  82,   2,  54340,   V,9.4,  0x0000,  A, 61, 43,246,250, 34, 27, 23, 28,     E,  811, -760,   O, 2.1,-2.4,-77.5,    S,   0,   0,   0,   0,  I, 200, 240, 165, 416,  M, 15,-15,  15,-14,  30,-35,   W,  2,  0,  2,  0 )
D_ (  83,   2,  54350,   V,9.4,  0x0000,  A, 59, 43,247,250, 34, 17, 17, 29,     E,  811, -760,   O, 2.1,-2.4,-77.5,    S,   0,   0,   0,   0,  I, 193, 273, 165, 504,  M, 15,-15,  15,-14,  30,-35,   W,  2,  0,  2,  0 )
D_ (  84,   2,  54360,   V,9.4,  0x0000,  A, 58, 43,246,250, 33, 14, 13, 29,     E,  827, -775,   O, 2.2,-2.5,-79.0,    S,   0,   0,   0,   0,  I, 193, 676, 170, 594,  M, 15,-15,  16,-15,  29,-35,   W,  2,  0,  2,  0 )
D_ (  85,   2,  54370,   V,9.4,  0x0000,  A, 57, 45,247,250, 33, 14, 11, 29,     E,  827, -775,   O, 2.2,-2.5,-79.0,    S,   0,   0,   0,   0,  I, 193, 855, 170, 640,  M, 15,-15,  16,-15,  29,-35,   W,  2,  0,  2,  0 )
